구	행정동	법정동	아파트명	시공사	세대수	세대 수준	입주연월			블록	신도시
안천구	안천3동	안천동	안천구청아파트 서부	효빈건설	200세대	500세대 미만	1985.09	구 공무원 임대 아파트. 현재는 일반 분양 전환됨			
안천구	안천3동	안천동	팔망성주공 동부	대한주택공사	550세대	500세대 이상 ~ 1,000세대 미만	1989.04	단지 배치가 팔망성 모양이라는 <s>헛소문</s>이 있음			
안천구	안천4동	안천동	안천주공 3단지	대한주택공사	1,100세대	1,000세대 이상~ 3,000세대 미만	1986.06	4동 인구 밀도를 책임지는 거대 단지			
안천구	안천4동	안천동	안천주공 4단지	대한주택공사	800세대	500세대 이상 ~ 1,000세대 미만	1988.02	3단지와 형제 단지. 주변 상권 이용이 매우 편리함			
안천구	안천4동	안천동	안천행복주택	LH	450세대	500세대 미만	2020.1	안천지구 최신축. 청년 및 신혼부부 비중 높음			
안천구	안천4동	안천동	안천세이풀	세이풀건설	500세대	500세대 이상 ~ 1,000세대 미만	1994.08	주민 회칙 1조: <s>성배전쟁 금지 (Fate/stay night)</s>			
안천구	안천4동	안천동	안천아파트	효빈건설	420세대	500세대 미만	1980.11	시 승격 이전 읍 시절부터 있었던 조상님 급 아파트			
안천구	안천4동	안천동	안천 베리안	베리안건설	450세대	500세대 미만	2005.05	2000년대 중반 안천지구 고급화의 상징이었음			
안천구	안천5동	안천동	안천시영	효빈도시공사	700세대	500세대 이상 ~ 1,000세대 미만	1981.05	효빈도시공사의 초기 역작. 외벽 도색이 시급함			
안천구	안천5동	안천동	안천롯데	롯데건설	750세대	500세대 이상 ~ 1,000세대 미만	1999.09	롯데캐슬 브랜드 도입 직전의 럭셔리 단지			
안천구	안천5동	안천동	릴리타운	릴리건설	600세대	500세대 이상 ~ 1,000세대 미만	1993.11	알로라 지방 아니다. <s>포켓몬 마스터 금지 구역</s>			
안천구	안천6동	안천동	안천역아파트	역세권개발	440세대	500세대 미만	1995.05	이름 그대로 안천역과 가깝지만 실상은 6동 구석			
안천구	안천6동	안천동	안천두산	두산건설	700세대	500세대 이상 ~ 1,000세대 미만	1997.02	평면 설계가 시대를 앞서갔다는 평을 들음			
안천구	안천6동	안천동	안천현대	현대건설	950세대	500세대 이상 ~ 1,000세대 미만	1992.12	현대건설 특유의 튼튼한 시공으로 유명			
안천구	안천6동	안천동	안천삼성 2차	삼성물산	700세대	500세대 이상 ~ 1,000세대 미만	2001.06	래미안 브랜드 런칭 시점과 맞물린 신축급 관리			
안천구	안천7동	안천동	안천코아루	한국토지신탁	600세대	500세대 이상 ~ 1,000세대 미만	2006.12	안천7동 학군지의 중심. 학원가 접근성 최상			
안천구	안천7동	안천동	하가금호 동부	금호건설	600세대	500세대 이상 ~ 1,000세대 미만	1995.1	하가동과 경계에 있어 하가동 인프라 공유 가능			
안천구	안천7동	안천동	안천삼성 1차	삼성물산	700세대	500세대 이상 ~ 1,000세대 미만	1998.05	안천7동의 전통적인 대장주 단지			
안천구	안천7동	안천동	안천데시앙	태영건설	550세대	500세대 이상 ~ 1,000세대 미만	2008.03	안천지구 외곽의 깔끔한 준신축 단지			
안천구	백합동	백합동	아크리폴리스	효빈건설	250세대	500세대 미만	2008년 4월	인구 5천 명대의 작은 백합동에 위치한 고급형 소형 단지. 우시고메 유리 성지답게 단지 내 화단 조경이 온통 초록초록하다.			
안천구	백합동	백합동, 상점동	릴리레이션	안천도시개발	420세대	500세대 미만	2014년 11월	단지가 두 법정동에 걸쳐 있다. 이름부터 대놓고 '백합(Lily)'을 노린 네이밍. 주변 학교 통학이 매우 편리하다.			
안천구	악부동	악부동	악부 더 플레이스	현대건설	520세대	500세대 이상 ~ 1,000세대 미만	2017년 9월	악부동 행정복지센터 인근의 쾌적한 주거 단지.			
안천구	악부동	팔망성동	안천구청아파트 동부	동부건설	310세대	500세대 미만	1992년 5월	과거 공무원 관사 목적으로 지어졌던 오래된 구축 아파트.			
안천구	악부동	팔망성동	내곡	내곡토건	600세대	500세대 이상 ~ 1,000세대 미만	1999년 10월	팔망성중학교 학군 수요를 탄탄하게 받쳐주는 중형 단지.			
안천구	악부동	팔망성동	브리안	브리안건설	450세대	500세대 미만	2004년 6월	단지 내 상가에 덕후들을 겨냥한 굿즈샵과 피규어 카페가 여럿 입점해 있다.			
안천구	악부동	팔망성동	팔망성 더샵	포스코이앤씨	1,150세대	1,000세대 이상~ 3,000세대 미만	2019년 2월	팔망성동의 대장 아파트. NC백화점, 안천병원 등 인프라를 도보로 누릴 수 있어 살기 매우 좋다.			
안천구	악부동	팔망성동	팔망성 아이파크	HDC현대산업개발	880세대	500세대 이상 ~ 1,000세대 미만	2027년 11월(예정)	1호선 팔망성역 초역세권으로 한창 공사가 진행 중인 대단지.			
안천구	악부동	제택동	팔망성주공	대한주택공사	1,200세대	1,000세대 이상~ 3,000세대 미만	1996년 3월	이름은 팔망성인데 주소는 제택동인 흔한 행정구역 불일치 단지(...).			
안천구	악부동	제택동	팔망성 괄산	괄산건설	340세대	500세대 미만	2001년 8월	제택초등학교를 품고 있는 조용한 아파트.			
안천구	창건동	창건동	창건대우	대우건설	850세대	500세대 이상 ~ 1,000세대 미만	2002년 11월	안천교육지원청, 창건초/중과 인접해 있어 학부모들이 선호하는 교육 중심 단지.			
안천구	창건동	창건동	소안	소안건설	220세대	500세대 미만	1994년 7월	주차 공간이 다소 부족해 밤마다 주차 전쟁이 벌어진다.			
안천구	창건동	창건동	탕상	탕상주택	280세대	500세대 미만	1997년 4월	조용한 주거지형 아파트.			
안천구	창건동	창건동	창건삼성	삼성물산	650세대	500세대 이상 ~ 1,000세대 미만	2006년 9월	튼튼하게 지어졌으며 단지 관리가 매우 깔끔하게 유지되고 있다.			
안천구	창건동	창건동	창건현대	현대건설	720세대	500세대 이상 ~ 1,000세대 미만	2009년 5월	창건동 일대에서 가장 선호도가 높은 브랜드 대단지 중 하나.			
안천구	이십기동	이십기동	이십기아파트	이십기건설	300세대	500세대 미만	1991년 10월	1호선 이자출장소역 개통 이전부터 자리를 지켜온 터줏대감 구축 아파트.			
안천구	이십기동	이십기동	이십기주공	대한주택공사	950세대	500세대 이상 ~ 1,000세대 미만	1995년 6월	이십기동 인구를 책임지는 매머드급 단지. 안천구청 이자출장소와 가깝다.			
안천구	이십기동	이십기동	이십기대우	대우건설	520세대	500세대 이상 ~ 1,000세대 미만	2003년 12월	이자출장소역 초역세권 단지로 교통이 매우 편리하다.			
안천구	이십기동	이십기동	이십기매영	매영종합건설	410세대	500세대 미만	2007년 3월	동네 상권 이용이 편리한 위치에 자리 잡고 있다.			
안천구	이십기동	리의동	리의 래미안	삼성물산	880세대	500세대 이상 ~ 1,000세대 미만	2016년 8월	빈효광역선 리의역 개통과 함께 지어진 리의동의 대장 신축 브랜드 아파트.			
안천구	성저동	성저동	성저아파트	효빈토건	750세대	500세대 이상 ~ 1,000세대 미만	1998년 2월	이자지구와 앵내지구의 수요를 동시에 받는 저층 거주지 중심의 쾌적한 단지.			
안천구	성저동	성저동	성저원당	원당건설	1,020세대	1,000세대 이상~ 3,000세대 미만	2020년 5월	신축 아파트로 인프라는 아직 부족하지만 주변 학교가 많아 젊은 부부들이 많이 산다.			
안천구	이자1동	신동	이자휴먼시아	LH	1,150세대	1,000세대 이상~ 3,000세대 미만	2010	신동 지역의 핵심 대단지. 가성비 최고의 관리비			
안천구	이자1동	신동	이자양우내안에 북부	양우건설	620세대	500세대 이상 ~ 1,000세대 미만	2006	남부 단지와 형제 격. '내 안에 북부' 드립의 희생양			
안천구	이자1동	이자동	이자양우내안에 남부	양우건설	550세대	500세대 이상 ~ 1,000세대 미만	2005	이자지구 초기 입주 단지 중 하나			
안천구	이자1동	이자동	이자대라수	대라건설	420세대	500세대 미만	2018	깔끔한 외관의 준신축 단지			
안천구	이자1동	이자동	이자경남아너스빌	경남기업	600세대	500세대 이상 ~ 1,000세대 미만	2007	이자1동의 든든한 중형 단지			
안천구	이자1동	이자동	이자 수페리체	효빈건설	300세대	500세대 미만	2015	효빈건설 시공. 실내 구조가 잘 빠짐			
안천구	이자1동	이자동	이자포레나	한화건설	850세대	500세대 이상 ~ 1,000세대 미만	2021	1동의 신축 대장주. 외관이 수려함			
안천구	이자1동	이자동	이자코아루	한국토지신탁	400세대	500세대 미만	2009	무난하고 표준적인 아파트			
안천구	이자2동	이자동	이자아쿠아	효빈도시공사	2,500세대	1,000세대 이상~ 3,000세대 미만	2003	이자역 역세권. Aqours(아쿠아) 성지는 아님 주의			
안천구	이자3동	이자동	이자주공	LH	1,500세대	1,000세대 이상~ 3,000세대 미만	1999	이자지구 최대 규모 대단지. 관리비 저렴			
안천구	이자3동	이자동	이자월산	월산건설	600세대	500세대 이상 ~ 1,000세대 미만	2001	전통의 주거 선호 지역에 위치			
안천구	이자3동	이자동	이자더샵	포스코건설	900세대	500세대 이상 ~ 1,000세대 미만	2010	이자지구 브랜드 타운의 핵심 축			
안천구	이자3동	이자동	이자공원푸름	푸름종합건설	450세대	500세대 미만	2012	이자공원 영구 조망권 확보 단지			
안천구	이자3동	이자동	정치 아파트	정치건설	200세대	500세대 미만	1995	이름 때문에 국회의사당으로 오해받음			
안천구	이자3동	이자동	이자베르데	대아건설	3,350세대	3000세대이상	2016	이름과 달리 아파트 도색은 초록색 아님			
안천구	이자3동	이자동	이자공원역 더샵	포스코건설	1,100세대	1,000세대 이상~ 3,000세대 미만	2022	이자공원역 초역세권 신축 프리미엄			
안천구	이자3동	이자동	이자우리	우리건설	300세대	500세대 미만	2000	정감 가는 이름의 실속형 단지			
안천구	이자3동	탄자동	탄자역 푸르지오	대우건설	1,200세대	1,000세대 이상~ 3,000세대 미만	2019	탄자동 방면 신축 대단지. 상권 발달			
안천구	이자3동	탄자동	탄자 이편한세상	DL이앤씨	800세대	500세대 이상 ~ 1,000세대 미만	2017	조경이 뛰어난 숲세권 아파트			
안천구	이자3동	탄자동	탄자 골드시티	금강주택	500세대	500세대 이상 ~ 1,000세대 미만	2014	판상형 구조로 통풍과 채광 우수			
안천구	이자3동	탄자동	탄자다이버시티	효빈도시공사	400세대	500세대 미만	2020	건담 빌드 다이버즈 팬들의 묘한 관심 대상			
안천구	이자3동	이자동	이자해성	해성건설	250세대	500세대 미만	1998	'너의 이름은?' 해성(Comet) 드립의 성지			
안천구	이자4동	이자동	이자월드가드	월드건설	600세대	500세대 이상 ~ 1,000세대 미만	2008	이름은 판타지급이나 평범하고 살기 좋은 아파트			
안천구	이자4동	이자동	이자승원펠리체	승원종합건설	450세대	500세대 미만	2023	최신 트렌드가 반영된 이자지구 막내격 신축			
안천구	이자4동	이자동	이자자이	GS건설	1,500세대	1,000세대 이상~ 3,000세대 미만	2024	2026년 현재 이자지구 최고의 시세와 인프라 자랑			
안천구	이자4동	이자동	이자푸르마	푸르마건설	500세대	500세대 이상 ~ 1,000세대 미만	2011	조용한 주거 환경을 원하는 세대에게 인기			
안천구	칠채동	영색무동	영색무아파트	효빈건설	580세대	500세대 이상 ~ 1,000세대 미만	1993년 11월	영색무동 미디어센터 근처라 밤마다 창문을 열면 MyGO!!!!!의 <실루엣 댄스>가 BGM으로 깔린다. ~~강제 스밍~~			
안천구	칠채동	영색무동	영색무주공	대한주택공사	760세대	500세대 이상 ~ 1,000세대 미만	1996년 8월	1호선 및 빈효선 영색무역 더블 역세권. 교통이 좋아 팬들의 자취 성지로 유명하다.			
안천구	칠채동	능릉동	능릉	능릉건설	260세대	500세대 미만	2001년 1월	칠채동 행정복지센터 바로 옆에 위치한 소규모 단지.			
안천구	칠채동	서수동	서수행복주택	한국토지주택공사	450세대	500세대 미만	2023년 2월	4호선 서수역 역세권에 지어진 청년 및 신혼부부 맞춤형 임대주택.			
안천구	칠채동	서수동	서수역저층아파트	효빈토건	180세대	500세대 미만	1988년 9월	재건축 연한을 훌쩍 넘겨 언제 허물어져도 이상하지 않으나 역세권 입지는 최고다.			
안천구	칠채동	서수동	서원아파트	GS건설	550세대	500세대 이상 ~ 1,000세대 미만	2028년 3월(예정)	칠채동 일대의 낙후된 이미지를 벗겨낼 예정인 자이 브랜드 신축 아파트.			
중구	중앙동	중앙로4가	중앙아파트	중앙토건	120세대	500세대 미만	1969.03	효빈시 1호 아파트. 중앙동 인구의 핵심이나 사실상 유물 수준			
중구	중앙동	심동2가	심동아파트	심동주택	150세대	500세대 미만	1967.05	효빈 최고령 아파트. 바닷바람을 60년 견딘 콘크리트의 기적			
중구	중앙동	심동2가	대흥아파트	대흥건설	180세대	500세대 미만	1968.12	60년대 부촌의 상징. 현재는 재건축 추진위가 <s>박물관급</s> 역사 보유			
중구	중앙동	심동1가	심동주공 1차	대한주택공사	600세대	500세대 이상 ~ 1,000세대 미만	1987.05	심동해변 인접. 중앙동 아파트 거주 인구의 절반을 책임짐			
중구	중앙동	심동1가	심동주공 2차	대한주택공사	750세대	500세대 이상 ~ 1,000세대 미만	1989.12	7호선 접근성 우수. 단독주택 거주 노년층의 이주 선호도 1위			
중구	중앙동	심동1가	유이아파트 북부	효빈도시공사	520세대	500세대 이상 ~ 1,000세대 미만	2015.03	히라사와 유이 성지. 중앙동에서 드문 준신축급 단지			
중구	내조1동	내조동	내조마이고	효빈도시공사	820세대	500세대 이상 ~ 1,000세대 미만	2024.01	MyGO!!!!! 성지. 내조1동 인구 증가의 일등 공신			
중구	내조2동	내조동	버진	(주)버진개발	612세대	500세대 이상 ~ 1,000세대 미만	2003.05	1호선 역세권. 주변 단독주택가 사이에서 독보적인 존재감			
중구	신덕동	신덕동	신덕주공	LH	1,100세대	1,000세대 이상~ 3,000세대 미만	1986.1	신덕동 인구의 60% 이상이 거주하는 핵심 단지. <s>나무가 울창함</s>			
중구	유내동	경동	경동아파트	경동주택	300세대	500세대 미만	1991.03	노면전차 벨 소리가 일상이 된 유서 깊은 전차권 단지			
중구	유내동	정동	상원아파트	상원건설	250세대	500세대 미만	1988.11	유내동 저층 주택가 사이에 위치한 정겨운 구축 단지			
중구	유내동	리사동	리사아파트	효빈개발	550세대	500세대 이상 ~ 1,000세대 미만	2012.06	이마이 리사 성지. 유내동에서 가장 젊은 층 비중이 높음			
중구	궁영동	영동2가	영동2가 시영	효빈시청	210세대	500세대 미만	1981.05	인구 2,300명의 미니동 궁영동에서 가장 큰 주거 거점			
중구	궁영동	영동1가	영동1가 시영	효빈시청	180세대	500세대 미만	1982.02	효빈성공원 뷰. 사실상 관리인과 주민이 형님 아우 하는 규모			
중구	궁영동	영동1가	궁영	궁영주택	120세대	500세대 미만	1984.09	소규모지만 입지가 깡패. 재건축 시 궁영동 대장주 확정			
중구	중정동	오석동	오석 아쿠아 아파트	효빈도시공사	950세대	500세대 이상 ~ 1,000세대 미만	2027.05 (예정)	오석역 인근. 여기도 이름이 아쿠아네...			효빈동신도시
중구	조유동	조유동5가	조유주공	LH	1,250세대	1,000세대 이상~ 3,000세대 미만	1993.12	중구청 인근 대단지. 조유동 인구의 40% 이상을 수용함			
중구	조유동	조유동4가	조유아파트	조유개발	380세대	500세대 미만	1995.04	공무원 및 전문직 종사자가 많은 조유동의 알짜 단지			
중구	조유동	천석동1가	천석주공	대한주택공사	900세대	500세대 이상 ~ 1,000세대 미만	1990.07	7호선과 천석초를 품은 학세권. 유동인구 대비 거주환경 조용함			
중구	중정동	중동1가,중보로	중동 푸르지오	대우건설	800세대	500세대 이상 ~ 1,000세대 미만	2021.11	중정동 인구 반등의 핵심. 세대당 인구수가 중구에서 가장 높음			
중구	중정동	중동1가,중보로	중보로 삼성	삼성물산	650세대	500세대 이상 ~ 1,000세대 미만	2019.08	구 시청 부지 인근 재개발 단지. 중구 3040 세대의 본진			
중구	중정동	오석동	오석행복주택	LH	600세대	500세대 이상 ~ 1,000세대 미만	2023.05	4호선 오석역세권 청년층 대거 유입으로 중정동 노령화 저지 중			
중구	약맥동	일향동	유이아파트 남부	효빈도시공사	480세대	500세대 미만	2016.02	우이문화촌 인근. 약맥동 아파트 거주자의 메인 단지			
중구	약맥동	일향동	약맥데르아아파트	데르아건설	320세대	500세대 미만	2008.04	와카바 무츠미 성지. 상가 오이 반찬이 맛있기로 유명함			
중구	약맥동	목동	삼각역 더샵 아파트	포스코이앤씨	1,250세대	1,000세대 이상~ 3,000세대 미만	2027.09 (예정)	삼각역(4) 초역세권. 프리미엄이 억 단위.			효빈동신도시
중구	약맥동	오주동	오주 아이파크	HDC현대산업개발	1,600세대	1,000세대 이상~ 3,000세대 미만	2020.11	약맥동 랜드마크. 순살 아님.			효빈동신도시
중구	약맥동	오주동	오주 무지카	미정	980세대	500세대 이상 ~ 1,000세대 미만	2028.03 (예정)	음악 특화 단지. 층간소음은 노래로 해결해야 함.			효빈동신도시
중구	고도동	시북동	고도역행복주택	LH	400세대	500세대 미만	2022.09	2호선 역세권. 고도동 인구 8,500명 중 젊은 피를 담당			
중구	내항동	내항동	내항비치 1단지	해양개발	650세대	500세대 이상 ~ 1,000세대 미만	2005.1	내항동 인구의 중심. 바다 조망권으로 중구 내 시세 상위권			
중구	내항동	내항동	내항비치 2단지(예정)	해양개발	800세대	500세대 이상 ~ 1,000세대 미만	2027.12	(예정) 내항 관광지구와 연계된 최고급 오션뷰 단지 예정			
중구	내항동	명일동	내항주공 1단지	대한주택공사	1,050세대	1,000세대 이상~ 3,000세대 미만	1985.11	빗자루 의병대의 상징. 7호선 사수의 역사적 거점 단지			
중구	중앙동	소장동1가	브랜드 미정	미정	미정	미정	미정	미정		3블럭	소장지구 재개발단지
중구	중앙동	소장동1가	브랜드 미정	미정	미정	미정	미정	미정		1블럭	소장지구 재개발단지
중구	중앙동	소장동1가	브랜드 미정	미정	미정	미정	미정	미정		2블럭	소장지구 재개발단지
중구	조유동	조유동1가	브랜드 미정	미정	미정	미정	미정	미정		4블럭	소장지구 재개발단지
중구	조유동	조유동1가	브랜드 미정	미정	미정	미정	미정	미정		5블럭	소장지구 재개발단지
창전구	쌍엽1동	쌍엽동	쌍엽 세라스	효빈건설	580세대	500세대 이상 ~ 1,000세대 미만	2013.11	쌍엽지구 1호 입주 단지. 이 동네의 진정한 고인물			쌍엽1지구
창전구	쌍엽1동	쌍엽동	쌍엽 사인	효빈도시공사	845세대	500세대 이상 ~ 1,000세대 미만	2014.05	초기에 지어져서 그런지 입지 하나는 기가 막힘			쌍엽0지구
창전구	쌍엽1동	쌍엽동	쌍엽 베라인	효빈도시공사	620세대	500세대 이상 ~ 1,000세대 미만	2014.08	<s>이름 때문에 베스킨라빈스가 단지 상가에 있을 것 같음</s>			쌍엽1지구
창전구	쌍엽1동	쌍엽동	쌍엽 래미안 1차	삼성물산	1,250세대	1,000세대 이상~ 3,000세대 미만	2015.1	1지구 대장주. 단지 내 조경이 리조트급이라 산책하기 좋음			쌍엽1지구
창전구	쌍엽1동	쌍엽동	쌍엽 호반베르디움	호반건설	950세대	500세대 이상 ~ 1,000세대 미만	2016.02	평면 설계가 깔끔해서 실거주 만족도가 높은 편			쌍엽1지구
창전구	쌍엽1동	쌍엽동	쌍엽 래미안 2차	삼성물산	1,480세대	1,000세대 이상~ 3,000세대 미만	2017.04	1차보다 더 거대한 규모. 쌍엽동의 실질적 시세 리더			쌍엽1지구
창전구	쌍엽1동	쌍엽동	쌍엽 더샵	포스코이앤씨	1,850세대	1,000세대 이상~ 3,000세대 미만	2019.06	외벽 도색이 세련되어 야경 비주얼이 훌륭함			쌍엽1지구
창전구	쌍엽1동	쌍엽동	쌍엽 센트럴시티	효빈개발	2,100세대	1,000세대 이상~ 3,000세대 미만	2020.01	쌍엽1동 최대 단지. 단지 안에서 길 잃으면 답 없음			쌍엽1지구
창전구	쌍엽2동	쌍엽동	힐스테이트 쌍엽	현대건설	1,150세대	1,000세대 이상~ 3,000세대 미만	2022.03	쌍엽2동 현재 대장주. 쌍엽역 접근성 원탑			쌍엽2지구
창전구	쌍엽2동	쌍엽동	쌍엽 푸르지오 1차	대우건설	980세대	500세대 이상 ~ 1,000세대 미만	2023.09	최근 입주 완료. 푸르지오 특유의 조경이 눈에 띔			쌍엽2지구
창전구	쌍엽2동	쌍엽동	쌍엽 푸르지오 2차	대우건설	1,050세대	1,000세대 이상~ 3,000세대 미만	2026.12	(예정) 1차와 합쳐 거대 브랜드 타운 형성 예정			쌍엽2지구
창전구	쌍엽2동	쌍엽동	쌍엽 아쿠아 1단지	효빈도시공사	850세대	500세대 이상 ~ 1,000세대 미만	2027.02	(예정) 수변 공원 옆. <s>이름 짓기 귀찮아서 또 아쿠아인 듯</s>			쌍엽2지구
창전구	유류동	유류동	유류아파트	효빈토건	950세대	500세대 이상 ~ 1,000세대 미만	1998년 5월	창전구에서 인구가 가장 적은 유류동의 한적한 입지를 살린 프라이빗한 소규모 단지.			
창전구	창전1동	창전동	창전역 우미린 더 퍼스트	우미건설	1,250세대	1,000세대 이상~ 3,000세대 미만	2021.05	창전역 초역세권 대장주. 역명을 '우미린역'으로 밀어붙였던 흑역사 존재			
창전구	창전1동	창전동	포레나 창전	한화건설	840세대	500세대 이상 ~ 1,000세대 미만	2023.11	도색이 매우 화려함. 밤에 보면 야경의 한 축을 담당함			
창전구	창전1동	창전동	창전 대우아파트	대우건설	560세대	500세대 이상 ~ 1,000세대 미만	1998.06	90년대 구축이지만 층간소음이 적어 실거주 만족도 높음			
창전구	창전1동	창전동	창전아파트	효빈도시공사	210세대	500세대 미만	1985.03	창전동의 화석. 재건축 존버단과 원주민의 눈치싸움 치열			
창전구	창전1동	창전동	창전 주공 1단지	LH	1,100세대	1,000세대 이상~ 3,000세대 미만	1988.1	안전진단 D등급 받고 주민들이 축배를 들었다는 전설의 단지			
창전구	창전1동	창전동	창전 주공 2단지	LH	980세대	500세대 이상 ~ 1,000세대 미만	1989.12	1단지와 함께 창전구의 구도심을 지키는 든든한 구축			
창전구	창전2동	창전동	창전 아이파크	HDC현대산업개발	1,560세대	1,000세대 이상~ 3,000세대 미만	2004.09	조경이 거의 공원 수준. 단지 내 산책로가 명소임			
창전구	창전2동	창전동	더리브 창전	SGC이테크건설	420세대	500세대 미만	2020.03	주상복합의 편리함. <s>슬리퍼 신고 모든 게 해결됨</s>			
창전구	창전2동	창전동	창전 제일풍경채	제일건설	680세대	500세대 이상 ~ 1,000세대 미만	2009.07	초등학교 바로 옆 단지. 운동장 소음이 알람 소리임			
창전구	창전2동	창전동	창전 두산위브	두산건설	890세대	500세대 이상 ~ 1,000세대 미만	2006.11	무난함의 대명사. 관리가 매우 철저함			
창전구	창전2동	창전동	창전 아쿠아 1단지	효빈도시공사	1,050세대	1,000세대 이상~ 3,000세대 미만	2015.02	Aqours(선샤인) 프로젝트의 시작. 이때까진 이름만 아쿠아였음			
창전구	창전3동	창전동	네움 창전	효빈도시공사	1,800세대	1,000세대 이상~ 3,000세대 미만	2018.06	창전동 시세 대장. 단지 내 수영장 클래스가 남다름			
창전구	창전3동	창전동	헤리엇 창전	HN	650세대	500세대 이상 ~ 1,000세대 미만	2021.09	최첨단 IoT 아파트. <s>해킹당하면 집 문 안 열릴 듯</s>			
창전구	창전3동	창전동	창전 라포르테	건영	400세대	500세대 미만	2019.04	테라스 하우스의 정석. 연예인들이 몰래 산다는 소문이 파다함			
창전구	창전3동	창전동	창전 주공 3단지	LH	2,200세대	1,000세대 이상~ 3,000세대 미만	1990.05	창전구 최대 규모의 재건축 예정지. <s>몸테크의 끝판왕</s>			
창전구	창전3동	창전동	남양휴튼 창전	남양건설	580세대	500세대 이상 ~ 1,000세대 미만	2010.08	3동의 안정적인 주거 중심지에 위치			
창전구	창전3동	창전동	금광베네스타 창전	금광기업	450세대	500세대 미만	2008.02	실속파들이 선호하는 가성비 단지			
창전구	창전3동	창전동	창전 구영아파트	효빈도시공사	300세대	500세대 미만	1995.1	복도식 아파트 특유의 정겨움과 층간소음이 공존함			
창전구	창전3동	창전동	대방엘리움 창전	대방건설	720세대	500세대 이상 ~ 1,000세대 미만	2022.01	고층 펜트하우스에서 보는 바다 뷰가 일품임			
창전구	창전4동	창전동	창전 아쿠아 2단지	효빈도시공사	950세대	500세대 이상 ~ 1,000세대 미만	2016.05	단지 중앙 분수대가 화려함. 점점 선샤인의 향기가 짙어짐			
창전구	창전4동	창전동	창전 아쿠아 3단지	효빈도시공사	800세대	500세대 이상 ~ 1,000세대 미만	2017.03	아쿠아 시리즈의 완성. 109동 앞에 귤나무 심은 그 단지 맞음			
창전구	창전4동	창전동	개성하이뷰 창전	개성건설	410세대	500세대 미만	2013.08	이름은 하이뷰인데 저층은 옆 단지 벽 뷰라는 슬픈 전설			
창전구	창전4동	창전동	미소지움 창전	SG신성건설	550세대	500세대 이상 ~ 1,000세대 미만	2007.12	월삼여고 성적 상위권 학생들이 많이 산다는 학세권 단지			
창전구	창전4동	창전동	고려풀비체 창전	한국토지신탁	320세대	500세대 미만	2011.11	분리수거 및 단지 정숙 유지가 매우 엄격하기로 유명함			
창전구	창전4동	창전동	창전 이지움	동일건설	280세대	500세대 미만	2020.06	소규모지만 알찬 신축 커뮤니티를 보유함			
창전구	창전5동	창전동	창전 디아채	대성건설	480세대	500세대 미만	2014.04	보통역 초역세권. 기차 소음이 라이브 소리로 들려야 진정한 주민			
창전구	창전5동	창전동	국제미소래 창전	국제건설	350세대	500세대 미만	2005.02	5동의 평화로운 분위기를 대변하는 온순한 단지			
창전구	창전5동	창전동	창전 대라수	대라수건설	520세대	500세대 이상 ~ 1,000세대 미만	2021.09	5동에서 가장 쌔끈한 준신축. 인테리어가 젊은 감각임			
창전구	창전5동	창전동	휴티스 창전	효빈도시공사	400세대	500세대 미만	2019.05	경찰서와 소방서가 바로 옆. 효빈시에서 가장 안전한 아파트			
창전구	창전5동	창전동	웰라움 창전	동문건설	300세대	500세대 미만	2023.03	최신식 설계가 반영된 5동의 막내 단지			
창전구	창전5동	창전동	네리 아파트	네리건설	150세대	500세대 미만	1983.11	창전동의 조상님. <s>살아있는 근현대사 박물관급</s>			
창전구	칠심1동	칠심동	칠심대단지	칠심건설	2,500세대	1,000세대 이상~ 3,000세대 미만	2004년 9월	이름 그대로 엄청난 규모를 자랑하는 단지. 칠심지구의 부도심 상권을 꽉 잡고 있다.			
창전구	칠심1동	칠심동	칠심금광펜테리움	금강주택	1,350세대	1,000세대 이상~ 3,000세대 미만	2012년 4월	단지 내 조경이 잘 되어 있어 주민 만족도가 높은 브랜드 아파트.		수정 필	
창전구	칠심1동	칠심동	칠심	효빈건설	450세대	500세대 미만	1996년 11월	1990년대 지어진 구축으로, 당시 칠심동 일대 개발의 신호탄이 된 아파트.			
창전구	칠심2동	칠심동	칠심 대명 루첸	대명종합건설	620세대	500세대 이상 ~ 1,000세대 미만	2015년 8월	어간수산시장 상인들과 수산업 관계자들이 많이 거주하는 주상복합형 단지.			
창전구	칠심2동	칠심동	칠심 펠리시아	펠리시아건설	480세대	500세대 미만	2017년 3월	고급스러운 유럽풍 외관으로 지어져 눈길을 끄는 신축.			
창전구	칠심2동	칠심동	칠심 벨리온	벨리온이엔씨	540세대	500세대 이상 ~ 1,000세대 미만	2018년 10월	인근 상업지구 이용이 편리해 젊은 세대가 선호한다.			
창전구	칠심2동	칠심동	칠심이안	대우산업개발	710세대	500세대 이상 ~ 1,000세대 미만	2009년 6월	무난하고 튼튼하게 지어진 칠심동의 알짜 단지.			
창전구	칠심2동	칠심동	파밀리에 칠심	신동아건설	880세대	500세대 이상 ~ 1,000세대 미만	2011년 2월	단지 내 커뮤니티 시설과 피트니스가 잘 갖춰져 있다.			
창전구	칠심2동	칠심동	칠심 W	아이에스동서	1,200세대	1,000세대 이상~ 3,000세대 미만	2021년 5월	창전구 바다 조망이 일품인 초고층 고급 주상복합 대장 아파트.			
창전구	칠심2동	칠심동	칠심에리	에리건설	350세대	500세대 미만	2002년 9월	소규모지만 교통과 입지가 훌륭해 실거주하기 좋은 단지.			
